0.1	20	1	0.8	0.6	1	0.46373	500
2	20	1	0.8	0.6	1	0.46373	500
1	10	1	0.8	0.6	1	0.46373	500
1	30	1	0.8	0.6	1	0.46373	500
1	20	0.1	0.8	0.6	1	0.46373	500
1	20	2	0.8	0.6	1	0.46373	500
1	20	1	0	0.6	1	0.46373	500
1	20	1	1.6	0.6	1	0.46373	500
1	20	1	0.8	0.3	1	0.46373	500
1	20	1	0.8	0.9	1	0.46373	500
1	20	1	0.8	0.6	0.5	0.46373	500
1	20	1	0.8	0.6	1.5	0.46373	500
1	20	1	0.8	0.6	1	-1.3863	500
1	20	1	0.8	0.6	1	2.3026	500
1	20	1	0.8	0.6	1	0.46373	60
1	20	1	0.8	0.6	1	0.46373	1000
0.1	10	1	0.8	0.6	1	0.46373	500
0.1	30	1	0.8	0.6	1	0.46373	500
2	10	1	0.8	0.6	1	0.46373	500
2	30	1	0.8	0.6	1	0.46373	500
0.1	20	0.1	0.8	0.6	1	0.46373	500
0.1	20	2	0.8	0.6	1	0.46373	500
2	20	0.1	0.8	0.6	1	0.46373	500
2	20	2	0.8	0.6	1	0.46373	500
0.1	20	1	0	0.6	1	0.46373	500
0.1	20	1	1.6	0.6	1	0.46373	500
2	20	1	0	0.6	1	0.46373	500
2	20	1	1.6	0.6	1	0.46373	500
0.1	20	1	0.8	0.3	1	0.46373	500
0.1	20	1	0.8	0.9	1	0.46373	500
2	20	1	0.8	0.3	1	0.46373	500
2	20	1	0.8	0.9	1	0.46373	500
0.1	20	1	0.8	0.6	0.5	0.46373	500
0.1	20	1	0.8	0.6	1.5	0.46373	500
2	20	1	0.8	0.6	0.5	0.46373	500
2	20	1	0.8	0.6	1.5	0.46373	500
0.1	20	1	0.8	0.6	1	-1.3863	500
0.1	20	1	0.8	0.6	1	2.3026	500
2	20	1	0.8	0.6	1	-1.3863	500
2	20	1	0.8	0.6	1	2.3026	500
0.1	20	1	0.8	0.6	1	0.46373	60
0.1	20	1	0.8	0.6	1	0.46373	1000
2	20	1	0.8	0.6	1	0.46373	60
2	20	1	0.8	0.6	1	0.46373	1000
1	10	0.1	0.8	0.6	1	0.46373	500
1	10	2	0.8	0.6	1	0.46373	500
1	30	0.1	0.8	0.6	1	0.46373	500
1	30	2	0.8	0.6	1	0.46373	500
1	10	1	0	0.6	1	0.46373	500
1	10	1	1.6	0.6	1	0.46373	500
1	30	1	0	0.6	1	0.46373	500
1	30	1	1.6	0.6	1	0.46373	500
1	10	1	0.8	0.3	1	0.46373	500
1	10	1	0.8	0.9	1	0.46373	500
1	30	1	0.8	0.3	1	0.46373	500
1	30	1	0.8	0.9	1	0.46373	500
1	10	1	0.8	0.6	0.5	0.46373	500
1	10	1	0.8	0.6	1.5	0.46373	500
1	30	1	0.8	0.6	0.5	0.46373	500
1	30	1	0.8	0.6	1.5	0.46373	500
1	10	1	0.8	0.6	1	-1.3863	500
1	10	1	0.8	0.6	1	2.3026	500
1	30	1	0.8	0.6	1	-1.3863	500
1	30	1	0.8	0.6	1	2.3026	500
1	10	1	0.8	0.6	1	0.46373	60
1	10	1	0.8	0.6	1	0.46373	1000
1	30	1	0.8	0.6	1	0.46373	60
1	30	1	0.8	0.6	1	0.46373	1000
1	20	0.1	0	0.6	1	0.46373	500
1	20	0.1	1.6	0.6	1	0.46373	500
1	20	2	0	0.6	1	0.46373	500
